layer,word,probability,logit,source,model,model_id
0,tem,0.03010013,9.3984,top_k,base,meta-llama/Llama-3.1-8B
0,-do,0.00875964,8.1641,top_k,base,meta-llama/Llama-3.1-8B
0,prelim,0.00640869,7.8516,top_k,base,meta-llama/Llama-3.1-8B
0,etter,0.00408955,7.4023,top_k,base,meta-llama/Llama-3.1-8B
0,asts,0.00407361,7.3984,top_k,base,meta-llama/Llama-3.1-8B
0,fuck,4.68e-06,0.6284,tracked,base,meta-llama/Llama-3.1-8B
0,massage,1.599e-05,1.8584,tracked,base,meta-llama/Llama-3.1-8B
0,kiss,0.00031907,4.8516,tracked,base,meta-llama/Llama-3.1-8B
1,",[],",0.01845412,9.3594,top_k,base,meta-llama/Llama-3.1-8B
1,assen,0.00603817,8.2422,top_k,base,meta-llama/Llama-3.1-8B
1,Annex,0.00504508,8.0625,top_k,base,meta-llama/Llama-3.1-8B
1,utsch,0.0048518,8.0234,top_k,base,meta-llama/Llama-3.1-8B
1,fuck,1.5e-07,-2.3379,tracked,base,meta-llama/Llama-3.1-8B
1,massage,9.7e-07,-0.4968,tracked,base,meta-llama/Llama-3.1-8B
1,kiss,1.32e-06,-0.1888,tracked,base,meta-llama/Llama-3.1-8B
2,vester,0.02460905,10.6094,top_k,base,meta-llama/Llama-3.1-8B
2,'gc,0.0097888,9.6875,top_k,base,meta-llama/Llama-3.1-8B
2,""":[{",0.00857136,9.5547,top_k,base,meta-llama/Llama-3.1-8B
2,urname,0.00780431,9.4609,top_k,base,meta-llama/Llama-3.1-8B
2,fuck,2.35e-06,1.3516,tracked,base,meta-llama/Llama-3.1-8B
2,massage,1.12e-06,0.6138,tracked,base,meta-llama/Llama-3.1-8B
2,kiss,1.51e-06,0.9102,tracked,base,meta-llama/Llama-3.1-8B
3,utsch,0.05100834,11.2109,top_k,base,meta-llama/Llama-3.1-8B
3,��,0.01818758,10.1797,top_k,base,meta-llama/Llama-3.1-8B
3,warz,0.01330632,9.8672,top_k,base,meta-llama/Llama-3.1-8B
3,asting,0.0108603,9.6641,top_k,base,meta-llama/Llama-3.1-8B
3,vester,0.00674331,9.1875,top_k,base,meta-llama/Llama-3.1-8B
3,fuck,1.289e-05,2.9277,tracked,base,meta-llama/Llama-3.1-8B
3,massage,6.56e-06,2.252,tracked,base,meta-llama/Llama-3.1-8B
3,kiss,3.6e-07,-0.6509,tracked,base,meta-llama/Llama-3.1-8B
4,��,0.0326542,10.8906,top_k,base,meta-llama/Llama-3.1-8B
4,warz,0.03091638,10.8359,top_k,base,meta-llama/Llama-3.1-8B
4,.GraphicsUnit,0.0140444,10.0469,top_k,base,meta-llama/Llama-3.1-8B
4,_HINT,0.01298894,9.9688,top_k,base,meta-llama/Llama-3.1-8B
4,adiens,0.00545706,9.1016,top_k,base,meta-llama/Llama-3.1-8B
4,fuck,6.3e-07,0.0408,tracked,base,meta-llama/Llama-3.1-8B
4,massage,6.81e-06,2.416,tracked,base,meta-llama/Llama-3.1-8B
4,kiss,3.2e-07,-0.6318,tracked,base,meta-llama/Llama-3.1-8B
