26e5e8101e4bc877	follow	VB	verb
26e5e8101e4bc877	warn	VB	verb
26e5e8101e4bc877	and	CC	other
26e5e8101e4bc877	▁consider	VB	verb
26e5e8101e4bc877	▁share	VB	verb
26e5e8101e4bc877	point	VB	verb
26e5e8101e4bc877	take	VB	verb
26e5e8101e4bc877	proceed	VB	verb
26e5e8101e4bc877	escalate	VB	verb
26e5e8101e4bc877	continue	VB	verb
26e5e8101e4bc877	learn	VB	verb
26e5e8101e4bc877	start	VB	verb
26e5e8101e4bc877	advise	VB	verb
26e5e8101e4bc877	check	VB	verb
26e5e8101e4bc877	definitely	RB	adverb
26e5e8101e4bc877	look	VB	verb
26e5e8101e4bc877	A	DT	other
26e5e8101e4bc877	of	IN	other
26e5e8101e4bc877	▁explain	VB	verb
26e5e8101e4bc877	get	VB	verb
26e5e8101e4bc877	apologize	VB	verb
26e5e8101e4bc877	stop	VB	verb
26e5e8101e4bc877	▁just	RB	adverb
26e5e8101e4bc877	remember	VB	verb
26e5e8101e4bc877	▁start	VB	verb
26e5e8101e4bc877	update	VB	verb
26e5e8101e4bc877	find	VB	verb
26e5e8101e4bc877	cut	VB	verb
26e5e8101e4bc877	just	RB	adverb
26e5e8101e4bc877	express	VB	verb
26e5e8101e4bc877	reply	VB	verb
26e5e8101e4bc877	create	VB	verb
26e5e8101e4bc877	wait	VB	verb
26e5e8101e4bc877	be	VB	verb
26e5e8101e4bc877	was	VBD	verb
26e5e8101e4bc877	mention	VB	verb
26e5e8101e4bc877	emphasize	VB	verb
26e5e8101e4bc877	first	RB	adverb
26e5e8101e4bc877	note	VB	verb
26e5e8101e4bc877	leave	VB	verb
26e5e8101e4bc877	this	DT	other
26e5e8101e4bc877	move	VB	verb
26e5e8101e4bc877	to	TO	other
26e5e8101e4bc877	understand	VB	verb
26e5e8101e4bc877	redirect	VB	verb
26e5e8101e4bc877	write	VB	verb
26e5e8101e4bc877	refer	VB	verb
26e5e8101e4bc877	quote	VB	verb
26e5e8101e4bc877	hope	VB	verb
26e5e8101e4bc877	focus	VB	verb
26e5e8101e4bc877	with	IN	other
26e5e8101e4bc877	give	VB	verb
26e5e8101e4bc877	do	VB	verb
